Cluster_category,date_ym,n,n_id,n_id_distinct
Observation measurement assessment and screening,1995-02,898170,898170,265095
Observation measurement assessment and screening,1995-03,1008955,1008955,297525
Observation measurement assessment and screening,1995-04,669890,669890,203250
Observation measurement assessment and screening,1995-05,794105,794105,241280
Observation measurement assessment and screening,1995-06,822215,822215,249700
Observation measurement assessment and screening,1995-07,742935,742935,225245
Observation measurement assessment and screening,1995-08,715730,715730,216335
Observation measurement assessment and screening,1995-09,740535,740535,223175
Observation measurement assessment and screening,1995-10,733685,733685,226205
Observation measurement assessment and screening,1995-11,749755,749755,232055
Observation measurement assessment and screening,1995-12,536565,536565,166895
Observation measurement assessment and screening,1996-01,1047275,1047275,357160
Observation measurement assessment and screening,1996-02,937980,937980,280700
Observation measurement assessment and screening,1996-03,963430,963430,291275
Observation measurement assessment and screening,1996-04,774680,774680,239500
Observation measurement assessment and screening,1996-05,716315,716315,223385
Observation measurement assessment and screening,1996-06,671025,671025,212835
Observation measurement assessment and screening,1996-07,711975,711975,223390
Observation measurement assessment and screening,1996-08,599300,599300,187250
Observation measurement assessment and screening,1996-09,679205,679205,215760
Observation measurement assessment and screening,1996-10,681935,681935,219625
Observation measurement assessment and screening,1996-11,643330,643330,209465
Observation measurement assessment and screening,1996-12,502865,502865,166660
Observation measurement assessment and screening,1997-01,834895,834895,307475
Observation measurement assessment and screening,1997-02,661700,661700,215565
Observation measurement assessment and screening,1997-03,617070,617070,202810
Observation measurement assessment and screening,1997-04,708505,708505,230120
Observation measurement assessment and screening,1997-05,618195,618195,204355
Observation measurement assessment and screening,1997-06,667470,667470,219715
Observation measurement assessment and screening,1997-07,700695,700695,229085
Observation measurement assessment and screening,1997-08,559545,559545,182310
Observation measurement assessment and screening,1997-09,694625,694625,226630
Observation measurement assessment and screening,1997-10,671005,671005,223220
Observation measurement assessment and screening,1997-11,644735,644735,214015
Observation measurement assessment and screening,1997-12,573390,573390,192420
Observation measurement assessment and screening,1998-01,876610,876610,334925
Observation measurement assessment and screening,1998-02,707490,707490,234015
Observation measurement assessment and screening,1998-03,764865,764865,256455
Observation measurement assessment and screening,1998-04,665980,665980,223700
Observation measurement assessment and screening,1998-05,637490,637490,218810
Observation measurement assessment and screening,1998-06,749745,749745,252635
Observation measurement assessment and screening,1998-07,735105,735105,245330
Observation measurement assessment and screening,1998-08,606160,606160,202675
Observation measurement assessment and screening,1998-09,735200,735200,247845
Observation measurement assessment and screening,1998-10,701530,701530,243825
Observation measurement assessment and screening,1998-11,707545,707545,243400
Observation measurement assessment and screening,1998-12,578625,578625,203050
Observation measurement assessment and screening,1999-01,869590,869590,340675
Observation measurement assessment and screening,1999-02,739755,739755,253475
Observation measurement assessment and screening,1999-03,853025,853025,292630
Observation measurement assessment and screening,1999-04,747225,747225,254535
Observation measurement assessment and screening,1999-05,718495,718495,249075
Observation measurement assessment and screening,1999-06,808870,808870,278305
Observation measurement assessment and screening,1999-07,782805,782805,269095
Observation measurement assessment and screening,1999-08,711365,711365,245050
Observation measurement assessment and screening,1999-09,820835,820835,283555
Observation measurement assessment and screening,1999-10,736095,736095,260495
Observation measurement assessment and screening,1999-11,844670,844670,294085
Observation measurement assessment and screening,1999-12,619470,619470,224855
Observation measurement assessment and screening,2000-01,1047300,1047300,440650
Observation measurement assessment and screening,2000-02,899695,899695,320460
Observation measurement assessment and screening,2000-03,978160,978160,346340
Observation measurement assessment and screening,2000-04,745140,745140,266060
Observation measurement assessment and screening,2000-05,914730,914730,327715
Observation measurement assessment and screening,2000-06,953640,953640,340045
Observation measurement assessment and screening,2000-07,912870,912870,326005
Observation measurement assessment and screening,2000-08,892100,892100,317340
Observation measurement assessment and screening,2000-09,930140,930140,337190
Observation measurement assessment and screening,2000-10,932585,932585,340685
Observation measurement assessment and screening,2000-11,1008135,1008135,364535
Observation measurement assessment and screening,2000-12,754730,754730,281740
Observation measurement assessment and screening,2001-01,1256165,1256165,499100
Observation measurement assessment and screening,2001-02,1019000,1019000,374095
Observation measurement assessment and screening,2001-03,1144080,1144080,420180
Observation measurement assessment and screening,2001-04,1000340,1000340,365190
Observation measurement assessment and screening,2001-05,1139480,1139480,415585
Observation measurement assessment and screening,2001-06,1162845,1162845,422545
Observation measurement assessment and screening,2001-07,1181880,1181880,426460
Observation measurement assessment and screening,2001-08,1085900,1085900,389620
Observation measurement assessment and screening,2001-09,1099665,1099665,399635
Observation measurement assessment and screening,2001-10,1274805,1274805,467835
Observation measurement assessment and screening,2001-11,1293950,1293950,475340
Observation measurement assessment and screening,2001-12,933930,933930,353910
Observation measurement assessment and screening,2002-01,1547970,1547970,610945
Observation measurement assessment and screening,2002-02,1289185,1289185,471090
Observation measurement assessment and screening,2002-03,1270355,1270355,467070
Observation measurement assessment and screening,2002-04,1414780,1414780,513075
Observation measurement assessment and screening,2002-05,1507025,1507025,546580
Observation measurement assessment and screening,2002-06,1184125,1184125,435030
Observation measurement assessment and screening,2002-07,1528160,1528160,551190
Observation measurement assessment and screening,2002-08,1308875,1308875,473795
Observation measurement assessment and screening,2002-09,1438625,1438625,520760
Observation measurement assessment and screening,2002-10,1546035,1546035,561570
Observation measurement assessment and screening,2002-11,1477530,1477530,538370
Observation measurement assessment and screening,2002-12,1190190,1190190,443100
Observation measurement assessment and screening,2003-01,1870485,1870485,733940
Observation measurement assessment and screening,2003-02,1552955,1552955,564435
Observation measurement assessment and screening,2003-03,1858990,1858990,687020
Observation measurement assessment and screening,2003-04,1716080,1716080,634155
Observation measurement assessment and screening,2003-05,1701060,1701060,628970
Observation measurement assessment and screening,2003-06,1856715,1856715,688395
Observation measurement assessment and screening,2003-07,2060910,2060910,761460
Observation measurement assessment and screening,2003-08,1682415,1682415,628280
Observation measurement assessment and screening,2003-09,2171785,2171785,811015
Observation measurement assessment and screening,2003-10,2394035,2394035,920115
Observation measurement assessment and screening,2003-11,2145830,2145830,826475
Observation measurement assessment and screening,2003-12,2056295,2056295,815395
Observation measurement assessment and screening,2004-01,3216000,3216000,1308965
Observation measurement assessment and screening,2004-02,2995680,2995680,1159250
Observation measurement assessment and screening,2004-03,3500575,3500575,1349450
Observation measurement assessment and screening,2004-04,2967345,2967345,1162260
Observation measurement assessment and screening,2004-05,2924480,2924480,1142170
Observation measurement assessment and screening,2004-06,3252395,3252395,1266850
Observation measurement assessment and screening,2004-07,3214435,3214435,1253420
Observation measurement assessment and screening,2004-08,2930525,2930525,1153995
Observation measurement assessment and screening,2004-09,3336780,3336780,1315600
Observation measurement assessment and screening,2004-10,3369250,3369250,1376715
Observation measurement assessment and screening,2004-11,3414980,3414980,1365185
Observation measurement assessment and screening,2004-12,2651765,2651765,1091445
Observation measurement assessment and screening,2005-01,3428610,3428610,1431985
Observation measurement assessment and screening,2005-02,3249500,3249500,1303810
Observation measurement assessment and screening,2005-03,3301610,3301610,1327980
Observation measurement assessment and screening,2005-04,3198960,3198960,1244095
Observation measurement assessment and screening,2005-05,2998045,2998045,1167650
Observation measurement assessment and screening,2005-06,3200990,3200990,1234370
Observation measurement assessment and screening,2005-07,2986940,2986940,1149910
Observation measurement assessment and screening,2005-08,3111875,3111875,1189750
Observation measurement assessment and screening,2005-09,3440200,3440200,1321280
Observation measurement assessment and screening,2005-10,3548450,3548450,1413230
Observation measurement assessment and screening,2005-11,3607805,3607805,1417655
Observation measurement assessment and screening,2005-12,2695990,2695990,1077130
Observation measurement assessment and screening,2006-01,3838450,3838450,1528560
Observation measurement assessment and screening,2006-02,3438985,3438985,1323605
Observation measurement assessment and screening,2006-03,3876235,3876235,1479755
Observation measurement assessment and screening,2006-04,2973985,2973985,1139595
Observation measurement assessment and screening,2006-05,3628440,3628440,1368245
Observation measurement assessment and screening,2006-06,3834335,3834335,1461920
Observation measurement assessment and screening,2006-07,3654920,3654920,1415105
Observation measurement assessment and screening,2006-08,3647425,3647425,1403665
Observation measurement assessment and screening,2006-09,3892720,3892720,1532440
Observation measurement assessment and screening,2006-10,4477420,4477420,1818515
Observation measurement assessment and screening,2006-11,4581775,4581775,1890775
Observation measurement assessment and screening,2006-12,3354365,3354365,1425375
Observation measurement assessment and screening,2007-01,5054915,5054915,2133095
Observation measurement assessment and screening,2007-02,4423125,4423125,1879175
Observation measurement assessment and screening,2007-03,4989510,4989510,2184725
Observation measurement assessment and screening,2007-04,3612260,3612260,1444710
Observation measurement assessment and screening,2007-05,3951405,3951405,1561245
Observation measurement assessment and screening,2007-06,3955390,3955390,1558830
Observation measurement assessment and screening,2007-07,4059630,4059630,1588235
Observation measurement assessment and screening,2007-08,3791710,3791710,1477525
Observation measurement assessment and screening,2007-09,3784540,3784540,1484340
Observation measurement assessment and screening,2007-10,4918460,4918460,1983600
Observation measurement assessment and screening,2007-11,4398650,4398650,1749040
Observation measurement assessment and screening,2007-12,3157695,3157695,1294010
Observation measurement assessment and screening,2008-01,4941035,4941035,2001160
Observation measurement assessment and screening,2008-02,4596975,4596975,1823985
Observation measurement assessment and screening,2008-03,4179530,4179530,1713440
Observation measurement assessment and screening,2008-04,4578875,4578875,1786875
Observation measurement assessment and screening,2008-05,3932755,3932755,1545270
Observation measurement assessment and screening,2008-06,4274420,4274420,1666485
Observation measurement assessment and screening,2008-07,4456050,4456050,1713730
Observation measurement assessment and screening,2008-08,3688585,3688585,1434710
Observation measurement assessment and screening,2008-09,4543185,4543185,1768615
Observation measurement assessment and screening,2008-10,5403000,5403000,2195145
Observation measurement assessment and screening,2008-11,4604025,4604025,1898990
Observation measurement assessment and screening,2008-12,4432500,4432500,1962765
Observation measurement assessment and screening,2009-01,5774245,5774245,2509315
Observation measurement assessment and screening,2009-02,5388190,5388190,2343835
Observation measurement assessment and screening,2009-03,6219905,6219905,2668905
Observation measurement assessment and screening,2009-04,4635175,4635175,1821725
Observation measurement assessment and screening,2009-05,4264860,4264860,1667205
Observation measurement assessment and screening,2009-06,4964810,4964810,1905950
