"dataset","date_ym","n","n_id","n_distinct"
"Welsh Longitudinal General Practice",205507,30,30,30
"Welsh Longitudinal General Practice",205508,30,30,25
"Welsh Longitudinal General Practice",205509,20,20,20
"Welsh Longitudinal General Practice",205510,30,30,30
"Welsh Longitudinal General Practice",205511,25,25,25
"Welsh Longitudinal General Practice",205512,20,20,20
"Welsh Longitudinal General Practice",205601,55,50,45
"Welsh Longitudinal General Practice",205602,30,30,25
"Welsh Longitudinal General Practice",205603,30,30,25
"Welsh Longitudinal General Practice",205604,40,40,40
"Welsh Longitudinal General Practice",205605,35,35,30
"Welsh Longitudinal General Practice",205606,20,20,20
"Welsh Longitudinal General Practice",205607,25,25,20
"Welsh Longitudinal General Practice",205608,15,15,15
"Welsh Longitudinal General Practice",205609,20,20,20
"Welsh Longitudinal General Practice",205610,35,35,30
"Welsh Longitudinal General Practice",205611,20,20,20
"Welsh Longitudinal General Practice",205612,20,20,20
"Welsh Longitudinal General Practice",205701,25,25,25
"Welsh Longitudinal General Practice",205702,25,25,25
"Welsh Longitudinal General Practice",205703,25,25,25
"Welsh Longitudinal General Practice",205704,35,35,35
"Welsh Longitudinal General Practice",205705,25,25,25
"Welsh Longitudinal General Practice",205706,25,25,25
"Welsh Longitudinal General Practice",205707,25,25,25
"Welsh Longitudinal General Practice",205708,30,30,30
"Welsh Longitudinal General Practice",205709,30,30,30
"Welsh Longitudinal General Practice",205710,25,25,25
"Welsh Longitudinal General Practice",205711,35,30,30
"Welsh Longitudinal General Practice",205712,20,20,20
"Welsh Longitudinal General Practice",205801,45,45,40
"Welsh Longitudinal General Practice",205802,30,30,30
"Welsh Longitudinal General Practice",205803,30,30,25
"Welsh Longitudinal General Practice",205804,35,35,35
"Welsh Longitudinal General Practice",205805,25,25,25
"Welsh Longitudinal General Practice",205806,30,30,30
"Welsh Longitudinal General Practice",205807,20,20,20
"Welsh Longitudinal General Practice",205808,20,20,20
"Welsh Longitudinal General Practice",205809,35,35,30
"Welsh Longitudinal General Practice",205810,20,20,20
"Welsh Longitudinal General Practice",205811,20,20,20
"Welsh Longitudinal General Practice",205812,30,30,25
"Welsh Longitudinal General Practice",205901,35,30,30
"Welsh Longitudinal General Practice",205902,25,25,25
"Welsh Longitudinal General Practice",205903,30,30,30
"Welsh Longitudinal General Practice",205904,25,25,25
"Welsh Longitudinal General Practice",205905,25,25,25
"Welsh Longitudinal General Practice",205906,30,30,25
"Welsh Longitudinal General Practice",205907,30,30,30
"Welsh Longitudinal General Practice",205908,25,25,25
"Welsh Longitudinal General Practice",205909,30,30,30
"Welsh Longitudinal General Practice",205910,25,25,25
"Welsh Longitudinal General Practice",205911,25,25,25
"Welsh Longitudinal General Practice",205912,35,30,30
"Welsh Longitudinal General Practice",206001,210,205,200
"Welsh Longitudinal General Practice",206002,15,15,15
"Welsh Longitudinal General Practice",206003,30,30,25
"Welsh Longitudinal General Practice",206004,20,20,20
"Welsh Longitudinal General Practice",206005,25,25,20
"Welsh Longitudinal General Practice",206006,30,30,30
"Welsh Longitudinal General Practice",206007,25,25,25
"Welsh Longitudinal General Practice",206008,35,35,30
"Welsh Longitudinal General Practice",206009,20,20,20
"Welsh Longitudinal General Practice",206010,30,30,30
"Welsh Longitudinal General Practice",206011,25,25,20
"Welsh Longitudinal General Practice",206012,30,30,30
"Welsh Longitudinal General Practice",206101,30,30,30
"Welsh Longitudinal General Practice",206102,20,20,20
"Welsh Longitudinal General Practice",206103,25,25,20
"Welsh Longitudinal General Practice",206104,25,25,25
"Welsh Longitudinal General Practice",206105,30,30,25
"Welsh Longitudinal General Practice",206106,40,40,35
"Welsh Longitudinal General Practice",206107,35,35,30
"Welsh Longitudinal General Practice",206108,30,30,25
"Welsh Longitudinal General Practice",206109,35,35,30
"Welsh Longitudinal General Practice",206110,35,35,30
"Welsh Longitudinal General Practice",206111,25,25,20
"Welsh Longitudinal General Practice",206112,15,15,15
"Welsh Longitudinal General Practice",206201,60,60,55
"Welsh Longitudinal General Practice",206202,20,20,20
"Welsh Longitudinal General Practice",206203,30,30,25
"Welsh Longitudinal General Practice",206204,30,30,25
"Welsh Longitudinal General Practice",206205,25,25,25
"Welsh Longitudinal General Practice",206206,25,25,20
"Welsh Longitudinal General Practice",206207,30,30,25
"Welsh Longitudinal General Practice",206208,30,30,30
"Welsh Longitudinal General Practice",206209,25,25,25
"Welsh Longitudinal General Practice",206210,30,30,25
"Welsh Longitudinal General Practice",206211,25,25,25
"Welsh Longitudinal General Practice",206212,40,40,35
"Welsh Longitudinal General Practice",206301,40,40,40
"Welsh Longitudinal General Practice",206302,20,20,20
"Welsh Longitudinal General Practice",206303,20,20,20
"Welsh Longitudinal General Practice",206304,20,20,20
"Welsh Longitudinal General Practice",206305,35,35,35
"Welsh Longitudinal General Practice",206306,35,35,30
"Welsh Longitudinal General Practice",206307,20,20,15
"Welsh Longitudinal General Practice",206308,30,30,30
"Welsh Longitudinal General Practice",206309,25,25,25
"Welsh Longitudinal General Practice",206310,20,20,20
"Welsh Longitudinal General Practice",206311,25,25,25
"Welsh Longitudinal General Practice",206312,30,30,30
"Welsh Longitudinal General Practice",206401,45,45,40
"Welsh Longitudinal General Practice",206402,25,25,25
"Welsh Longitudinal General Practice",206403,30,30,25
"Welsh Longitudinal General Practice",206404,20,20,20
"Welsh Longitudinal General Practice",206405,20,20,20
"Welsh Longitudinal General Practice",206406,20,20,20
"Welsh Longitudinal General Practice",206407,30,30,30
"Welsh Longitudinal General Practice",206408,25,25,20
"Welsh Longitudinal General Practice",206409,35,35,30
"Welsh Longitudinal General Practice",206410,15,15,15
"Welsh Longitudinal General Practice",206411,30,30,25
"Welsh Longitudinal General Practice",206412,25,25,25
"Welsh Longitudinal General Practice",206501,65,65,60
"Welsh Longitudinal General Practice",206502,30,30,30
"Welsh Longitudinal General Practice",206503,40,40,30
"Welsh Longitudinal General Practice",206504,30,30,25
"Welsh Longitudinal General Practice",206505,25,25,25
"Welsh Longitudinal General Practice",206506,25,25,20
"Welsh Longitudinal General Practice",206507,30,30,30
"Welsh Longitudinal General Practice",206508,25,25,20
"Welsh Longitudinal General Practice",206509,25,25,25
"Welsh Longitudinal General Practice",206510,25,25,25
"Welsh Longitudinal General Practice",206511,30,30,30
"Welsh Longitudinal General Practice",206512,30,30,30
"Welsh Longitudinal General Practice",206601,55,55,45
"Welsh Longitudinal General Practice",206602,25,25,25
"Welsh Longitudinal General Practice",206603,30,30,30
"Welsh Longitudinal General Practice",206604,30,30,30
"Welsh Longitudinal General Practice",206605,35,35,25
"Welsh Longitudinal General Practice",206606,35,35,30
"Welsh Longitudinal General Practice",206607,30,30,25
"Welsh Longitudinal General Practice",206608,35,35,35
"Welsh Longitudinal General Practice",206609,30,30,25
"Welsh Longitudinal General Practice",206610,30,30,25
"Welsh Longitudinal General Practice",206611,20,20,20
"Welsh Longitudinal General Practice",206612,30,30,30
"Welsh Longitudinal General Practice",206701,35,35,35
"Welsh Longitudinal General Practice",206702,25,25,25
"Welsh Longitudinal General Practice",206703,40,40,35
"Welsh Longitudinal General Practice",206704,25,25,25
"Welsh Longitudinal General Practice",206705,25,25,25
"Welsh Longitudinal General Practice",206706,15,15,15
"Welsh Longitudinal General Practice",206707,25,20,20
"Welsh Longitudinal General Practice",206708,30,30,20
"Welsh Longitudinal General Practice",206709,35,35,35
"Welsh Longitudinal General Practice",206710,35,35,30
"Welsh Longitudinal General Practice",206711,15,15,15
"Welsh Longitudinal General Practice",206712,25,20,20
"Welsh Longitudinal General Practice",206801,65,65,65
"Welsh Longitudinal General Practice",206802,25,25,20
"Welsh Longitudinal General Practice",206803,30,30,25
"Welsh Longitudinal General Practice",206804,25,20,20
"Welsh Longitudinal General Practice",206805,25,25,25
"Welsh Longitudinal General Practice",206806,25,25,20
"Welsh Longitudinal General Practice",206807,25,25,25
"Welsh Longitudinal General Practice",206808,25,25,25
"Welsh Longitudinal General Practice",206809,25,25,25
"Welsh Longitudinal General Practice",206810,20,20,20
"Welsh Longitudinal General Practice",206811,30,30,30
"Welsh Longitudinal General Practice",206812,15,15,15
"Welsh Longitudinal General Practice",206901,45,45,40
"Welsh Longitudinal General Practice",206902,20,20,15
"Welsh Longitudinal General Practice",206903,30,30,25
"Welsh Longitudinal General Practice",206904,30,30,30
"Welsh Longitudinal General Practice",206905,25,25,20
"Welsh Longitudinal General Practice",206906,30,30,30
"Welsh Longitudinal General Practice",206907,25,25,25
"Welsh Longitudinal General Practice",206908,30,30,25
"Welsh Longitudinal General Practice",206909,25,25,25
"Welsh Longitudinal General Practice",206910,20,20,20
"Welsh Longitudinal General Practice",206911,20,20,15
"Welsh Longitudinal General Practice",206912,15,15,15
"Welsh Longitudinal General Practice",207001,370,370,360
"Welsh Longitudinal General Practice",207002,15,15,15
"Welsh Longitudinal General Practice",207003,20,20,15
"Welsh Longitudinal General Practice",207004,35,30,30
"Welsh Longitudinal General Practice",207005,20,20,20
"Welsh Longitudinal General Practice",207006,20,20,20
"Welsh Longitudinal General Practice",207007,25,25,25
"Welsh Longitudinal General Practice",207008,25,25,20
"Welsh Longitudinal General Practice",207009,15,15,15
"Welsh Longitudinal General Practice",207010,25,25,25
"Welsh Longitudinal General Practice",207011,30,30,25
"Welsh Longitudinal General Practice",207012,25,25,20
"Welsh Longitudinal General Practice",207101,55,55,50
"Welsh Longitudinal General Practice",207102,30,30,25
"Welsh Longitudinal General Practice",207103,20,20,20
"Welsh Longitudinal General Practice",207104,25,25,25
"Welsh Longitudinal General Practice",207105,20,20,20
"Welsh Longitudinal General Practice",207106,15,15,15
"Welsh Longitudinal General Practice",207107,20,20,20
"Welsh Longitudinal General Practice",207108,20,20,20
"Welsh Longitudinal General Practice",207109,15,15,15
"Welsh Longitudinal General Practice",207110,15,15,15
"Welsh Longitudinal General Practice",207111,20,20,15
"Welsh Longitudinal General Practice",207112,20,20,15
"Welsh Longitudinal General Practice",207201,75,75,75
"Welsh Longitudinal General Practice",207202,20,20,20
"Welsh Longitudinal General Practice",207203,20,20,15
"Welsh Longitudinal General Practice",207204,15,15,15
"Welsh Longitudinal General Practice",207205,10,10,10
"Welsh Longitudinal General Practice",207206,10,10,10
"Welsh Longitudinal General Practice",207207,20,20,20
"Welsh Longitudinal General Practice",207208,20,20,20
"Welsh Longitudinal General Practice",207209,15,15,15
"Welsh Longitudinal General Practice",207210,15,15,15
"Welsh Longitudinal General Practice",207211,10,10,10
"Welsh Longitudinal General Practice",207212,15,15,15
"Welsh Longitudinal General Practice",207301,40,40,40
"Welsh Longitudinal General Practice",207302,15,10,10
"Welsh Longitudinal General Practice",207303,20,15,15
"Welsh Longitudinal General Practice",207304,25,25,15
"Welsh Longitudinal General Practice",207305,15,15,10
"Welsh Longitudinal General Practice",207306,25,25,20
"Welsh Longitudinal General Practice",207307,10,10,10
"Welsh Longitudinal General Practice",207308,15,15,10
"Welsh Longitudinal General Practice",207309,15,15,15
"Welsh Longitudinal General Practice",207310,25,25,25
"Welsh Longitudinal General Practice",207311,20,20,20
"Welsh Longitudinal General Practice",207312,15,15,15
"Welsh Longitudinal General Practice",207401,55,55,50
"Welsh Longitudinal General Practice",207402,10,10,10
"Welsh Longitudinal General Practice",207403,10,10,10
"Welsh Longitudinal General Practice",207404,20,20,20
"Welsh Longitudinal General Practice",207405,20,20,20
"Welsh Longitudinal General Practice",207406,15,15,15
"Welsh Longitudinal General Practice",207407,15,15,15
"Welsh Longitudinal General Practice",207408,15,15,15
"Welsh Longitudinal General Practice",207409,15,15,15
"Welsh Longitudinal General Practice",207410,15,15,15
"Welsh Longitudinal General Practice",207411,10,10,10
"Welsh Longitudinal General Practice",207412,15,15,15
"Welsh Longitudinal General Practice",207501,70,70,70
"Welsh Longitudinal General Practice",207502,10,10,10
"Welsh Longitudinal General Practice",207503,10,10,10
"Welsh Longitudinal General Practice",207504,10,10,10
"Welsh Longitudinal General Practice",207505,15,15,15
"Welsh Longitudinal General Practice",207506,10,10,10
"Welsh Longitudinal General Practice",207507,20,20,15
"Welsh Longitudinal General Practice",207508,15,15,10
"Welsh Longitudinal General Practice",207509,15,15,15
"Welsh Longitudinal General Practice",207510,10,10,10
"Welsh Longitudinal General Practice",207511,10,10,10
"Welsh Longitudinal General Practice",207512,20,20,20
"Welsh Longitudinal General Practice",207601,55,55,55
"Welsh Longitudinal General Practice",207602,10,10,10
"Welsh Longitudinal General Practice",207603,15,15,15
"Welsh Longitudinal General Practice",207604,10,10,10
